Codigo;Descricao;Tipo;Unidade;Familia;Desc.Familia;Pos.IPI/NCM;Descr.Espec.;Materia Pri.;IPI de Pauta;Observacao;Serie
000000000003020;GERAD SINAL TSG-422 TEKTRONIX;PA;PC;0001;SEM CLASSIFICACAO;8543.20.00;;;;SAIU P.RIOT RAFAEL 22/12/14;1.1
000000000003021;GERAD SINAL TSG-422 TEKTRONIX;PA;PC;0001;SEM CLASSIFICACAO;8543.20.00;;;;ALM D4 02/08/16 OK;001034
000000000003022;ANTENA 2,6M BRASILSAT;PA;PC;0001;SEM CLASSIFICACAO;8529.10.11;;;;SAIU JOB 01M14001 C.PIRES 25/06/14;SEM SERIAL
000000000003023;MODULADOR TS9500 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;SAIU TV ARATU 01/10/14 CASSIO;FGDE00054
000000000003024;CONVERSOR SDI / HDMI DECIMATOR;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU ALEX;DHB03373
000000000003025;QUAD SPLIT 3G/HD/SD DECIMATOR;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU RAFAEL MALA DE EVENTOS;MQB03319
000000000003026;CROSS CONV. MD-DUCC DECIMATOR;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;ALM F3 17/06/15 2015 OK;DUC03094
000000000003027;TECLADO EDICAO LOGICKEYBOARD;PA;PC;0001;SEM CLASSIFICACAO;8471.60.53;;;;SAIU BOUFLEUR TI 02/10/12;DG720830HN0K0XAA0
000000000003028;TECLADO EDICAO LOGICKEYBOARD;PA;PC;0001;SEM CLASSIFICACAO;8471.60.53;;;;SAIU BOUFLEUR TI 02/10/12;DG72084130KK0XAAP
000000000003029;TECLADO EDICAO BELLA CORP.;PA;PC;0001;SEM CLASSIFICACAO;8471.60.53;;;;SAIU BOUFLEUR TI 02/10/12;1203200082
000000000003030;ENCODER E5710 TANDBERG;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;SAIU KLAYTON 2020/15/06/20;TB12610
000000000003031;ENCODER EN5990 TANDBERG;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;ALM P2 04/01/18 (V.CASSIO);TB16132
000000000003032;ENCODER EN5990 TANDBERG;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;LAB CASSIO 05/11/14;TB12304
000000000003033;ROUT SWITCH RS-16X16DV MIRANDA;PA;PC;0001;SEM CLASSIFICACAO;8525.80.21;;;;ALM D2 02/08/16 OK;0248-0015
000000000003034;ROUT SWITCH RS-16X16DV MIRANDA;PA;PC;0001;SEM CLASSIFICACAO;8525.80.21;;;;ALM D2 02/08/16 OK;0248-0019
000000000003035;ROUT SWITCH RS-16X16DV MIRANDA;PA;PC;0001;SEM CLASSIFICACAO;8525.80.21;;;;ALM D2 02/08/16 OK;0248-0021
000000000003036;ROUT SWITCH RS-16X16DV MIRANDA;PA;PC;0001;SEM CLASSIFICACAO;8525.80.21;;;;ALM D2 02/08/16 OK;0248-0022
000000000003037;ROUT SWITCH RS-16X16DV MIRANDA;PA;PC;0001;SEM CLASSIFICACAO;8525.80.21;;;;ALM D2 02/08/16 OK;0248-0032
000000000003038;SWITCH RS-16X16-DV-LP MIRANDA;PA;PC;0001;SEM CLASSIFICACAO;8525.80.21;;;;SAIU WANDER IGREJA 16/12/15 RAFA;0240-0013
000000000003039;SWITCH RP-AND-16X16 MIRANDA;PA;PC;0001;SEM CLASSIFICACAO;8525.80.21;;;;ALM D2 02/08/16 OK;0249-0020
000000000003040;RECEPT D9223 SCIE ATLANTA;PA;PC;0001;SEM CLASSIFICACAO;8504.40.04;;;;ALM E4 01/09/16 2016 OK;TID 024760067654
000000000003041;RECEPT D9020 SCIEN ATLANT;PA;PC;0001;SEM CLASSIFICACAO;8504.40.04;;;;SUBIU P/ALMIRANTE EM 24/07/14;448202001051
000000000003042;RECEPT D9020 SCIEN ATLANT;PA;PC;0001;SEM CLASSIFICACAO;8504.40.04;;;;SUBIU P/ALMIRANTE EM 24/07/14;448202001054
000000000003043;RECEPT D9020 SCIEN ATLANT;PA;PC;0001;SEM CLASSIFICACAO;8504.40.04;;;;SUBIU P/ALMIRANTE EM 24/07/14;448202001057
000000000003044;IRD D9850 SCIENTIFIC ATLANTA;PA;PC;0001;SEM CLASSIFICACAO;8504.40.04;;;;ALM C4 04/01/18 (V.CASSIO);4168183-1
000000000003045;HUMSTOP  HEC2000 ALLEN AVIONIC;PA;PC;0001;SEM CLASSIFICACAO;8543.89.19;;;;SAIU INDY FONSECA 30/04/13;HMS0001
000000000003046;HUMSTOP  HEC2000 ALLEN AVIONIC;PA;PC;0001;SEM CLASSIFICACAO;8543.89.19;;;;SAIU EV.KARINA 21/11/17;HMS0002
000000000003047;MONITOR LM5015A-12 KROMA;PA;PC;0001;SEM CLASSIFICACAO;8528.72.00;;;;ALM C2 06/11/17 (V.PORTO ALEGRE);02-8A05-0155
000000000003048;HPA XTRS-50C XICOM;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;ALM 2019/28/11/19 A4(V.BETA);13012
000000000003049;RECEPTOR DHT 1900 CENTURY;PA;PC;0001;SEM CLASSIFICACAO;8504.40.04;;;;SAIU LUCIANO INFORMATICA 04/10/12;C10011977
000000000003050;ANTENA  ZSAP-1.8RX 1.8M ZATECH;PA;PC;0001;SEM CLASSIFICACAO;8529.10.11;;;;SAIU PORTO ALEGRE ANDERSON 15/12/14;SEM SERIAL (JOB ALE 14001)
000000000003051;ALIM + COMANDO SFA37 BRASILSAT;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;SAIU PROJETO FOX RIO LUIZ C. 08/10/12;225764
000000000003052;CABO BLINDADO PRETO 100M;PA;PC;0001;SEM CLASSIFICACAO;8544.49.00;;;;SAIU C.AMERICA 30/05/11FONSECA;3 PECAS 305M CADA
000000000003053;PATCH PPE2224SVJTBK ADC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU CINELIVE ESTUDIO CAIO 16/01/14;1258455
000000000003054;PATCH PPE2226SVJTBK ADC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;ALM 2019/12/08/19 A4 (V.C.29 ARGENTINA);1258455
000000000003055;PATCH AUDIO PPB3-14MKINS  ADC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU REC9 XUXA MARCIO 15/07/15;225309400
000000000003056;MODULADOR D9390T SCIENT ATLANT;PA;UN;0001;SEM CLASSIFICACAO;8517.61.43;;;;SUBIU P/ALMIRANTE EM 24/07/14;306990000008
000000000003057;MONITOR LMD-172W SONY;PA;PC;0001;SEM CLASSIFICACAO;8528.51.20;;;;SAIU P/ALMIRANTE EM 08/08/14;2003759
000000000003058;MONITOR LM17G JVC;PA;PC;0001;SEM CLASSIFICACAO;8528.51.20;;;;SAIU MANAUS C.29 26/04/2019;160C0071
000000000003059;MONITOR LM5015A-12 KROMA;PA;PC;0001;SEM CLASSIFICACAO;8528.72.00;;;;SAIU EVENTO MG CASSIO 23/05/14;02-8A05-0488
000000000003060;MONITOR M1721A-BM LG;PA;PC;0001;SEM CLASSIFICACAO;8528.21.10;;;;SAIU C.07 14/08/14 EXTERNA  NAO RETORNOU;704SPKND1709
000000000003061;CAIXA MSP3 YAMAHA;PA;PC;0001;SEM CLASSIFICACAO;8518.91.01;;;;SAIU C.02 RAFAEL 21/07/14;MI01413
000000000003062;CAIXA MSP3 YAMAHA;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU C.31 KILKA 04/05/2018(ARGENTINA);MI01454
000000000003063;CHAVE XTC-114D XICOM.TECNOLOGY;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU GLOBO BERRINI CASSIO 16/10/12;4388
000000000003064;ANTENA 4,30 BRASILSAT;PA;PC;0001;SEM CLASSIFICACAO;8529.10.11;;;;SAIU GLOBO BERRINI CASSIO 18/10/11;SEM SERIAL
000000000003065;SPECTRUM ANALYZER 8594E HP;PA;PC;0001;SEM CLASSIFICACAO;9030.90.90;;;;SAIU C.37 CASSIO 28/07/14;SEM SERIAL
000000000003066;CHAVE XTC-110D XICOM TECNOLOGY;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;LABORATORIO CASSIO 11/03/15;14342
Codigo;Descricao;Tipo;Unidade;Familia;Desc.Familia;Pos.IPI/NCM;Descr.Espec.;Materia Pri.;IPI de Pauta;Observacao;Serie
000000000003067;MONITOR AUD VMQ-4 WOHLER;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU JOCKEI P.ALEGRE CASSIO 19/02/16;91347
000000000003068;SPECTRUM ANALYZER 8591E HP;PA;PC;0001;SEM CLASSIFICACAO;9030.90.90;;;;SAIU MANUTENCAO 2020/13/02/20(LCV);3710A06487
000000000003069;PROJ EABEAM EB32UIBT LUIDIA;PA;PC;0001;SEM CLASSIFICACAO;8528.61.00;;;;SAIU PIERRE AUT ALEX 04/08/16;13633
000000000003070;HPA XTRD-400C XICOM TECH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU RECIFE 09/03/2021 (CASSIO);8647
000000000003071;NOBREAK 6000P6HV POWERWARE;PA;PC;0001;SEM CLASSIFICACAO;8504.40.40;;;;LAB CASSIO 21/05/13;BN521C0263
000000000003072;LNB ER863 PANORAMA;PA;PC;0001;SEM CLASSIFICACAO;8029.90.19;;;;SAIU RIBEIRAO PRETO NOVO SHOPP 18/10/12;20010047
000000000003073;ENCODER CM4101 ATEME;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;SAIU C.30 2019/09/09/19 (PEDRO/ANDRES);1223-01036
000000000003074;ENCODER CM4101 ATEME;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;SAIU CAMPO GRANDE 04/11/20 (KLEYTON);1223-01062
000000000003075;DECODER DR8400 ATEME;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;SAIU EBC RIO LUCIANO 14/09/15;1223-34062
000000000003076;DECODER DR8400 ATEME;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;ALM 2019/19/11/19 A2(V.UFC);1214-00562
000000000003077;MONITOR PVM-14M4U SONY;PA;PC;0001;SEM CLASSIFICACAO;8528.51.20;;;;SUBIU P/ALMIRANTE EM 16/10/14;2017991
000000000003078;MONITOR M1721A-BM LG;PA;PC;0001;SEM CLASSIFICACAO;8528.21.10;;;;SAIU P/ALMIRANTE EM 08/08/14;703SPEDL5012
000000000003079;ENCODER D9150 SCIENTIFIC ATLAN;PA;PC;0001;SEM CLASSIFICACAO;9030.89.90;;;;TROCA IGREJA MUNDIAL WANDER 18/07/16;22091000400
000000000003080;CHAVE XTC-110D XICOM TECNOLOGY;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;SAIU INVT. C.24 MANAUS 26/09/16 2016 OK;8465
000000000003081;MONITOR AUD AMP1A-LP10S WOHLER;PA;PC;0001;SEM CLASSIFICACAO;8517.62.64;;;;SAIU SPORT PROMOTION 366 30/04/2019;40771
000000000003082;HPA XTRD-400C XICOM TECH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU MANUTENCAO BETA 09/10/2018;17735
000000000003083;HPA XTRD-400C XICOM TECH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU C.29 2019/17/10/19(CASSIO);6557
000000000003084;MODULADOR NTC/2080 NEWTEC;PA;PC;0001;SEM CLASSIFICACAO;8517.61.43;;;;SAIU MANUTENCAO BETA LUCIANO 26/05/17;00080917
000000000003085;ENCODER UE9000 SCOPUS;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;ALM O4 29/06/16 2016 OK;259357
000000000003086;DECODER 2600 SCOPUS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;ALM D4 06/06/17;10457
000000000003087;PROJ EABEAM EB32UIBT LUIDIA;PA;PC;0001;SEM CLASSIFICACAO;8528.61.00;;;;SAIU PIERRE AUT ALEX 04/08/16;13631
000000000003088;TECLADO A1243 APPLE;PA;PC;0001;SEM CLASSIFICACAO;8471.60.53;;;;ALM P1 OK 10/12/13 (INVT);CC212760AVZDPQVA3
000000000003089;DECODER 2600 SCOPUS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU MCR TESTE 04/07/16;10448
000000000003090;PREST SERV ASSESSRIA PLANEJAME;MO;MA;0001;SEM CLASSIFICACAO;.  .;;;;;
000000000003091;PATCH PPE2226SVJTBK ADC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU C.31 KILKA 04/05/2018(ARGENTINA);1258459
000000000003092;HUMSTOP  HEC3000 ALLEN AVIONIC;PA;PC;0001;SEM CLASSIFICACAO;7325.10.00;;;;SAIU INVT. C.24 MANAUS 26/09/16 2016 OK;SEM SERIAL
000000000003093;HPA XTRD-400C XICOM TECH;PA;PC;0001;SEM CLASSIFICACAO;8543.70.15;;;;SAIU MANAUS C.29 26/04/2019;8162
000000000003094;PATCH AUDIO PPB3-14MKINS  ADC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;ALM B2 12/05/14 (INVT);223256189A
000000000003095;PATCH AUDIO PPB3-14MKINS  ADC;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SAIU C.17 INVENTARIO 20/07/16;SEM SERIAL
000000000003096;QUAD COLOR QC41-F;PA;PC;0001;SEM CLASSIFICACAO;8517.62.59;;;;ALM Q1 26/05/14 (INVT);00002008080098
000000000003097;PATCH DE VIDEO BITTREE;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SUBIU/ALMIRANTE 01/08/14 SUCATA SEGURO;13617-1
000000000003098;MULTIPLEXER NDS3102I DEXING;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;SAIU BOX TV LUCIANO POA 26/10/12;NDSIF10223102
000000000003099;HUB USB 4 PORTAS LEADERSHIP;PA;P;0001;SEM CLASSIFICACAO;.  .;;;;SAIU SERVIDOR JULIO CROSSMEDIA 25/10/12;7899031502651
000000000003100;ENCODER EN5990 TANDBERG;PA;PC;0001;SEM CLASSIFICACAO;8543.89.99;;;;SAIU BOX TV LUCIANO POA 26/10/12;TB13833
000000000003101;HPA ?;PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;DUPLICIDADE;?
000000000003102;DECODER 2900 SCOPUS;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU ORCAMENTO SCOPUS 17/07/13;372105
000000000003103;SPECTRUM PSA-37D AVCOM;PA;PC;0001;SEM CLASSIFICACAO;9030.90.90;;;;LAB CASSIO 30/07/14;S6958
000000000003104;HIBRIDA NS-H2  AUDIVI;PA;PC;0001;SEM CLASSIFICACAO;8517.11.00;;;;ALM QUARTINHO 17/09/14;CB 001447
000000000003105;DECODER TS9000 TEC SYS;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;VERIFICAR LOCALIZACAO;GECG00195
000000000003106;VT BETACAM PVW-2600 SONY;PA;PC;0001;SEM CLASSIFICACAO;8543.89.32;;;;ALM 2 QUARTINHO 05/12/14;12410
000000000003107;FRAME FA9100 FOR A;PA;PC;0001;SEM CLASSIFICACAO;8543.90.90;;;;SAIU C.32 CASSIO 22/07/15 2015 OK $$$;12320456
000000000003108;DISTRIB.FRM 1.3 FLORIPA;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;SAIU LAB CASSIO 03/04/13;11166A
000000000003109;DISTRIB. AUD CPL-100 PHASE;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;VENDIDO PELA JULIANA 06/06/13;1011 ERA M399 TROCARAM LATARIA
000000000003110;MESA XENYX 1204 BEHRINGER;PA;PC;0001;SEM CLASSIFICACAO;8543.70.39;;;;SAIU INVT C.24 MANAUS 26/09/16 2016 OK;N0802808555
000000000003111;CAIXA ACUSTICA SMS-1D SONY;PA;PC;0001;SEM CLASSIFICACAO;8518.50.00;;;;SAIU C.FOX 2 CASSIO 28/10/13;803113
000000000003112;RECEPT D9234 SCIE ATLANTA;PA;PC;0001;SEM CLASSIFICACAO;8504.40.04;;;;VIROU SUCATA 28/12/11;1722076-7
000000000003113;ARRANQUE VEC012BD BLACK & DEC;PA;PC;0001;SEM CLASSIFICACAO;8467.21.00;;;;ALM L4 18/09/15 2015 OK;20103700
000000000003114;AQUECEDOR GL-C100 GLOBAL HOME;PA;PC;0001;SEM CLASSIFICACAO;8415.10.11;;;;ALM K3 OK 11/12/13 (INVT);GL1012099155
000000000003115;UP CONVERTER 5700 C-BAND CODAN;PA;PC;0001;SEM CLASSIFICACAO;8536.50.20;;;;SAIU MANUTENCAO BETA 24/07/14 CASSIO;B4286
000000000003116;CAIXA DE CABOS HDMI / USB;PA;PC;0001;SEM CLASSIFICACAO;9999.99.99;;;;ALM P1 OK 10/12/13 (INVT);002157
000000000003117;CAIXA DE EXTENSORES USB;PA;PC;0001;SEM CLASSIFICACAO;9999.99.99;;;;ALM P1 OK 10/12/13 (INVT);002158
000000000003118;CAIXA DECABOS FIBRA OPTICA;PA;PC;0001;SEM CLASSIFICACAO;9999.99.99;;;;ALM P1 OK 10/12/13 (INVT);000021
000000000003119;CAIXA CONTROLES REMOTO LG;PA;PC;0001;SEM CLASSIFICACAO;9999.99.99;;;;ALM P1 OK 11/12/13 (INVT);002375
000000000003120;PROJETOR EBEAM EB32UIBT LUIDIA;PA;PC;0001;SEM CLASSIFICACAO;8528.69.10;;;;SAIU PIERRE AUT ALEX 04/08/16;LBT13632
000000000003121;PROJETOR EBEAM EB32UIBT LUIDIA;PA;PC;0001;SEM CLASSIFICACAO;8528.69.10;;;;SAIU PIERRE AUT ALEX 04/08/16;LBT13629
000000000003122;MESA XENYX 2442FX BEHRINGER;PA;PC;0001;SEM CLASSIFICACAO;8543.70.39;;;;ALM  07/11/12$$$;S0927747575
000000000003123;VT DSR-11 SONY;PA;PC;0001;SEM CLASSIFICACAO;8543.89.32;;;;ALM U4 17/08/15 2015 OK;44497
000000000003124;PROJETOR EBEAM EB32UIBT LUIDIA;PA;PC;0001;SEM CLASSIFICACAO;8528.69.10;;;;SAIU PIERRE AUT ALEX 04/08/16 OBS;LBT13634
000000000003125;INTERCOM MP846  AUDIOLINE;PA;PC;0001;SEM CLASSIFICACAO;8517.69.00;;;;ALM V2 04/05/15 2015 OK;555   ERA DO C.23
000000000003126;MESA  AUDIO FMX-42 AZDEN;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU C.31 KILKA 04/05/2018(ARGENTINA);G00120008-03
000000000003127;MESA  AUDIO FMX-42 AZDEN;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU T.LAND PEGARAM E NAO ANOTARAM;G00120057-03
000000000003128;PLACA FIREBOARD800-E UNIBRAIN;PA;PC;0001;SEM CLASSIFICACAO;8521.90.10;;;;SAIU RACK TI SYNAPSE MARI 07/11/12;84000009C0
000000000003129;MESA  AUDIO FMX-42 AZDEN;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU KLEBERSON 05/10/17;G00120055-03
000000000003130;PLACA INT/SDI BRBK-302 SONY;PA;PC;0001;SEM CLASSIFICACAO;8543.90.10;;;;ALM A4 29/10/14 (INVT);103515
000000000003131;TRANSMISSOR TX37-A GENTNER;PA;PC;0001;SEM CLASSIFICACAO;8517.62.91;;;;SAIU RICARDO WTC 14/02/11 + 2 RECEPTORES;00007556
000000000003132;RECEPTOR DIGITAL-6 GENTNER;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU WTC EM 14/02/11;6002266
000000000003133;RECEPTOR DIGITAL-6 GENTNER;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU WTC EM 14/02/11;6002478
000000000003134;RECEPTOR DIGITAL-6 GENTNER;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;ALM Q1 OK 13/12/13 (INVT);6002266
000000000003135;RECEPTOR DIGITAL-6 GENTNER;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;ALM Q1 OK 13/12/13 (INVT);6002465
000000000003136;RECEPTOR DIGITAL-6 GENTNER;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;ALM Q1 OK 13/12/13 (INVT);6003987
000000000003137;RECEPTOR DIGITAL-6 GENTNER;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;ALM Q1 OK 13/12/13 (INVT);6002469
000000000003139;ROTEADOR 3G R250 BANDLUXE;PA;PC;0001;SEM CLASSIFICACAO;8517.62.49;;;;ALM A4 29/10/14 (INVT);934003702000587
000000000003140;ROTEADOR 3G R250 BANDLUXE;PA;PC;0001;SEM CLASSIFICACAO;8517.62.49;;;;SAIU ALMIRANTE TALLES 03/03/17;948003704000062
000000000003141;ROTEADOR 3G R250 BANDLUXE;PA;PC;0001;SEM CLASSIFICACAO;8517.62.49;;;;SAIU 02/04/14 SALA GRANDE;948003704000122
000000000003142;ROTEADOR 3G R250 BANDLUXE;PA;PC;0001;SEM CLASSIFICACAO;8517.62.49;;;;ALM A4 29/10/14 (INVT);948003704000104
000000000003143;ROTEADOR 3G R250 BANDLUXE;PA;PC;0001;SEM CLASSIFICACAO;8517.62.49;;;;ALM A4 29/10/14 (INVT);948003704000067
000000000003144;ROTEADOR 3G R250 BANDLUXE;PA;PC;0001;SEM CLASSIFICACAO;8517.62.49;;;;ALM A4 29/10/14 (INVT);934003702000245
000000000003145;ROTEADOR 3G R250 BANDLUXE;PA;PC;0001;SEM CLASSIFICACAO;8517.62.49;;;;ALM A4 29/10/14 (INVT);934003702000591
000000000003146;QUAD COLOR QC41-F;PA;PC;0001;SEM CLASSIFICACAO;8517.62.59;;;;ALM Q1 26/05/14 (INVT);00002008080035
000000000003147;QUAD COLOR VTEK;PA;PC;0001;SEM CLASSIFICACAO;8517.62.59;;;;ALM Q1 OK 13/12/13 (INVT);SEM SERIAL
000000000003148;CONV ADVC-HDM1  CANOPUS;PA;PC;0001;SEM CLASSIFICACAO;8528.71.11;;;;SUBIU ALMIRANTE EM 18/08/14;808900
000000000003149;SPLITTER ADVC-HDM1 Z-LINK;PA;PC;0001;SEM CLASSIFICACAO;8529.90.19;;;;ALM Q1 OK 13/12/13 (INVT);SEM SERIAL
000000000003150;VT BETACAM PVW-2650 SONY;PA;PC;0001;SEM CLASSIFICACAO;8543.89.32;;;;SAIU EXTERIOR ALEXANDRE 08/04/16;10719
000000000003151;WAVEFORM 1735 HD TEKTRONIX;PA;PC;0001;SEM CLASSIFICACAO;9030.40.90;;;;SAIU KLEBERSON CASA 38 - 19/02/15;B020634
000000000003152;WAVEFORM WFM601 TEKTRONIX;PA;PC;0001;SEM CLASSIFICACAO;9030.40.90;;;;SUBIU P/ALMIRANTE EM 29/07/14;B020181
Codigo;Descricao;Tipo;Unidade;Familia;Desc.Familia;Pos.IPI/NCM;Descr.Espec.;Materia Pri.;IPI de Pauta;Observacao;Serie
000000000003153;WAVEFORM 1740A TEKTRONIX;PA;PC;0001;SEM CLASSIFICACAO;9030.40.90;;;;DEFEITO 2019/11/07/19 GALPAO;B041599
000000000003154;CCU TX7 SONY;PA;PC;0001;SEM CLASSIFICACAO;8529.90.90;;;;SAIU P/ALMIRANTE EM 28/07/14;12093
000000000003155;CCU TX7 SONY;PA;PC;0001;SEM CLASSIFICACAO;8529.90.90;;;;SAIU P/ALMIRANTE EM 28/07/14;12091
000000000003156;EDITING CONTROL BVE-2000 SONY;PA;PC;0001;SEM CLASSIFICACAO;8543.70.34;;;;ALM A4 (INVT) 11/12/13;12960
000000000003157;EDITING KEYBOARD BKE-2010 SONY;PA;PC;0001;SEM CLASSIFICACAO;8543.70.34;;;;ALM A4 (INVT) 11/12/13;22632
000000000003158;TRANSM/RECEPT PE-640T LYCO;PA;PC;0001;SEM CLASSIFICACAO;8517.62.91;;;;ALM F3 19/06/15 2015 OK;LN061053
000000000003159;INTERCOM MC-2851  AUDIOLINE;PA;PC;0001;SEM CLASSIFICACAO;8517.69.00;;;;SUBIU P/ALMIRANTE EM 25/07/14;112   (TESTAR)
000000000003160;BUC NJT5667F VIA SAT;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;MANUTENCAO 2019/24/07 (NEXVIA);
000000000003161;BUC NJT5667F VIA SAT;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU LAB. CASSIO 04/11/16;A01435C67
000000000003162;BUC CODAN;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU MANUTENCAO BETA 27/09/16 2016 OK;9237712G0106
000000000003163;MIC S241 GUSNECK SUPERLUX;PA;PC;0001;SEM CLASSIFICACAO;8518.10.00;;;;SAIU FINAL UEFA MARCIO 06/06/15;S241770365
000000000003164;MIC S241 GUSNECK SUPERLUX;PA;PC;0001;SEM CLASSIFICACAO;8518.10.00;;;;SAIU C.19 ANDRESS 14/07/16;S241780430
000000000003165;MIC S241 GUSNECK SUPERLUX;PA;PC;0001;SEM CLASSIFICACAO;8518.10.00;;;;SAIU KLEBERSON CARROS 11/07/16;S241770296
000000000003166;MIC S241 GUSNECK SUPERLUX;PA;PC;0001;SEM CLASSIFICACAO;8518.10.00;;;;SAIU C.07 RAFAEL 12/07/13;S241770942
000000000003167;MIC S241 GUSNECK SUPERLUX;PA;PC;0001;SEM CLASSIFICACAO;8518.10.00;;;;SAIU C.07 RAFAEL 12/07/13;S241770048
000000000003168;MIC S241 GUSNECK SUPERLUX;PA;PC;0001;SEM CLASSIFICACAO;8518.10.00;;;;SAIU FINAL UEFA MARCIO 06/06/15;S241770845
000000000003169;CONVERSOR BCJ-XJ-TRB CANARE;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;SAIU ESTUDIO 27/08/12;SEM S/N
00000000000317;CAIXA SUBWOF VL-S21 TASCAN;PA;PC;0001;SEM CLASSIFICACAO;8518.50.00;;;;ALM Q2 OK 11/12/13 (INVT);214Y01764
000000000003170;MODUL AUD/VIDEO WMVA-8 WADT;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;ALM Q1 OK 13/12/13 (INVT);8001210800062
000000000003171;REMOTE UVR-60 SONY;PA;PC;0066;CONTROLE;8531.80.00;;;;ALM A4 29/10/14 (INVT);300345
000000000003172;BOTONEIRA TEN-XTM GRASS VALLEY;PA;PC;0001;SEM CLASSIFICACAO;8543.70.39;;;;SUBIU P/ALMIRANTE EM 22/07/14;B70179
000000000003173;BOTONEIRA TEN-XTM GRASS VALLEY;PA;PC;0001;SEM CLASSIFICACAO;8543.70.39;;;;SUBIU P/ALMIRANTE EM 22/07/14;B45906
000000000003174;BOTONEIRA TEN-XTM GRASS VALLEY;PA;PC;0001;SEM CLASSIFICACAO;8543.70.39;;;;ALM U2 19/05/14 (NVT);B020763
000000000003175;VT BETACAM UVW-1600 SONY;PA;PC;0001;SEM CLASSIFICACAO;8543.89.32;;;;SUBIU P/ALMIRANTE EM 29/07/14;16256
000000000003176;CHAVE COMULTADORA D13188 MEL;PI;PC;0001;SEM CLASSIFICACAO;8536.50.90;;;;ALM O1 OK 11/12/13 (INVT);1063
000000000003177;CAIXA SUBWOF VL-S21 TASCAN;PA;PC;0001;SEM CLASSIFICACAO;8518.50.00;;;;ALM Q2 OK 11/12/13 (INVT);214Y01757
000000000003178;CAIXA SUBWOF VL-S21 TASCAN;PA;PC;0001;SEM CLASSIFICACAO;8518.50.00;;;;DUPLICIDADE;214Y01764
000000000003179;MODUL PQMO-100 PROELETRONIC;PA;PC;0001;SEM CLASSIFICACAO;8543.70.99;;;;ALM F3 30/06/15 2015 OK;PRO0001
